id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
257,Social vulnerability is associated with increased morbidity following colorectal surgery,"Carmichael, H.; Dyas, A. R.; Bronsert, M. R.; Stearns, D.; Birnbaum, E. H.; McIntyre, R. C.; Meguid, R. A.; Velopulos, C. G.",Colectomy[Adverse Effects]; Colorectal Surgery; Humans; Morbidity; Postoperative Complications[Epidemiology]; Postoperative Complications[Etiology]; Retrospective Studies; Social Vulnerability,2022,American Journal of Surgery,10.1016/j.amjsurg.2022.03.010,NA,NA,Neighborhood,"Carmichael, H., Dyas, A. R., Bronsert, M. R., Stearns, D., Birnbaum, E. H., McIntyre, R. C., Meguid, R. A., & Velopulos, C. G. (2022). Social vulnerability is associated with increased morbidity following colorectal surgery. The American Journal of Surgery, 224(1), 100–105. https://doi.org/10.1016/j.amjsurg.2022.03.010"
259,Using the Social Vulnerability Index to Assess Social Determinants of Head-Neck Cancer Care and Prognosis in the US,"Fei-Zhang, D. J.; Chelius, D. C.; Patel, U.; Smith, S.; Sheyn, A.; Rastatter, J. C.",adult; cancer patient; cancer prognosis; cancer survival; clinical assessment; cohort analysis; conference abstract; controlled study; disease control; female; follow up; head and neck cancer; household; housing; human; language; linear regression analysis; major clinical study; male; mean survival time; prognosis; retrospective study; social determinants of health; social status; Social Vulnerability Index,2022,Otolaryngology - Head and Neck Surgery,10.1177/019459982211076,NA,NA,County,"Fei-Zhang DJ,�Chelius DC,�Patel UA,�Smith SS,�Sheyn AM,�Rastatter JC. Assessment of Social Vulnerability in Pediatric Head and Neck Cancer Care and Prognosis in the United States.�JAMA Netw Open.�2023;6(2):e230016. doi:10.1001/jamanetworkopen.2023.0016"
260,Disparities in Care Access Among Medicare Beneficiaries with Appendiceal or Colorectal Cancer and Peritoneal Metastasis,"Aquina, C. T.; Brown, Z. J.; Beane, J.; Ejaz, A.; Cloyd, J.; Tsung, A.; Adam, M. A.; Pawlik, T. M.; Kim, A.",aged; appendix cancer; cancer patient; cancer surgery; cancer survival; cohort analysis; colorectal cancer; comorbidity; conference abstract; consultation; controlled study; cytoreductive surgery; distant metastasis; female; human; hyperthermic intraperitoneal chemotherapy; major clinical study; male; medicare; metastasis; outcome assessment; outpatient; overall survival; peritoneum metastasis; Social Vulnerability Index; surgeon; surgery; systemic therapy; travel,2022,Annals of Surgical Oncology,10.1245/s10434-022-11828-2,NA,NA,NA,"Society of Surgical Oncology SSO 2022 - International Conference on Surgical Cancer Care. (2022). Annals of Surgical Oncology, 29(S2), 331–544. https://doi.org/10.1245/s10434-022-11828-2"
262,Sex differences in the association between neighborhood social vulnerability and psychological distress among patients with heart disease,"Sullivan, S.; Young, A.; Garcia, M.; Almuwaqqat, Z.; Moazzami, K.; Hammadah, M.; Kim, J. H.; Lima, B. B.; Driggers, E. G.; Levantsevych, O.; Elon, L.; Lewis, T. T.; Shah, A. J.; Bremner, J. D.; Quyyumi, A. A.; Vaccarino, V.",adult; African American; anger; anxiety; conference abstract; controlled study; demography; depression; disease control; education; female; heart infarction; hostility; household; housing; human; language; lifestyle; linear regression analysis; major clinical study; male; mental health; mental stress; middle aged; neighborhood; posttraumatic stress disorder; prevention; race; risk factor; sex difference; social aspect; social status; Social Vulnerability Index; unemployment; antidepressant agent,2021,Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health,10.1161/circ.143.suppl_1.MP52,NA,NA,Tract Neighborhood,"Sullivan, S., Young, A., Garcia, M., Almuwaqqat, Z., Moazzami, K., Hammadah, M., Kim, J. H., Lima, B. B., Driggers, E. G., Levantsevych, O., Elon, L., Lewis, T. T., Shah, A. J., Bremner, J. D., Quyyumi, A. A., & Vaccarino, V. (2021). Abstract MP52: Sex Differences In The Association Between Neighborhood Social Vulnerability And Psychological Distress Among Patients With Heart Disease. Circulation, 143(Suppl_1). https://doi.org/10.1161/circ.143.suppl_1.mp52"
263,Social Determinants of Health and Quality of Life in Endocrine Surgery Patients,"Lai, V.; Wesley, D. B.; Zheng, H.; Lu, J.; Graves, K.; Miller, K. M.; Felger, E. A.; Carroll, N. M.; Rosen, J. E.; Wang, J. H.",Humans; Female; Male; Quality of Life; Social Determinants of Health; Surveys and Questionnaires,2023,Journal of Surgical Research,10.1016/j.jss.2022.10.053,NA,NA,NA,"Lai, V., Wesley, D. B., Zheng, H., Lu, J., Graves, K., Miller, K. M., Felger, E. A., Carroll, N. M., Rosen, J. E., & Wang, J. H. (2023). Social Determinants of Health and Quality of Life in Endocrine Surgery Patients. Journal of Surgical Research, 283, 194–204. https://doi.org/10.1016/j.jss.2022.10.053"
264,"Vital Signs: Health Disparities in Hemodialysis-Associated Staphylococcus aureus Bloodstream Infections - United States, 2017-2020","Rha, B.; See, I.; Dunham, L.; Kutty, P. K.; Moccia, L.; Apata, I. W.; Ahern, J.; Jung, S.; Li, R.; Nadle, J.; Petit, S.; Ray, S. M.; Harrison, L. H.; Bernu, C.; Lynfield, R.; Dumyati, G.; Tracy, M.; Schaffner, W.; Ham, D. C.; Magill, S. S.; O'Leary, E. N.; Bell, J.; Srinivasan, A.; McDonald, L. C.; Edwards, J. R.; Novosad, S.","Adult; Humans; United States[Epidemiology]; Renal Dialysis[Adverse Effects]; Staphylococcus aureus; Ethnicity; Staphylococcal Infections[Epidemiology]; Staphylococcal Infections; Kidney Failure, Chronic[Epidemiology]; Kidney Failure, Chronic[Therapy]; Kidney Failure, Chronic[Etiology]; Kidney Failure, Chronic; Sepsis[Etiology]; Sepsis; Vital Signs; Healthcare Disparities",2023,MMWR - Morbidity & Mortality Weekly Report,10.15585/mmwr.mm7206e1,NA,NA,State,"Rha, B., See, I., Dunham, L., Kutty, P. K., Moccia, L., Apata, I. W., Ahern, J., Jung, S., Li, R., Nadle, J., Petit, S., Ray, S. M., Harrison, L. H., Bernu, C., Lynfield, R., Dumyati, G., Tracy, M., Schaffner, W., Ham, D. C., … Novosad, S. (2023). Vital Signs: Health Disparities in Hemodialysis-Associated Staphylococcus aureus Bloodstream Infections — United States, 2017–2020. MMWR. Morbidity and Mortality Weekly Report, 72(6), 153–159. https://doi.org/10.15585/mmwr.mm7206e1"
266,Socioeconomic influence on DMT prescribing strategies,"Lackey, E.; Veal, K.; Shah, S.; Eckstein, C.",adult; analysis of variance; conference abstract; controlled study; drug efficacy; economics; female; high school; human; major clinical study; male; mental capacity; post hoc analysis; poverty level; prescription; social status; Social Vulnerability Index; unemployment; alemtuzumab; beta1a interferon; dimethyl fumarate; diroximel fumarate; fingolimod; glatiramer; mitoxantrone; monomethyl fumarate; natalizumab; ocrelizumab; ofatumumab; ozanimod; peginterferon beta1a; ponesimod; siponimod; teriflunomide,2022,Multiple Sclerosis Journal,10.1177/13524585221123682,NA,NA,NA,"ECTRIMS 2022 – ePoster. (2022). Multiple Sclerosis Journal, 28(3_suppl), 692–945. https://doi.org/10.1177/13524585221123682"
267,"COVID-19 vaccination intention and behavior in a large, diverse, U.S. refugee population","Shaw, J.; Anderson, K. B.; Fabi, R. E.; Thompson, C. A.; Harris, M.; Aljabbarin, N.; Bolourchi, D.; Mozo, N.; Lichtenstein, D.; Lupone, C. D.; Larsen, D. A.; Shaw, A. V.",COVID-19; COVID-19 Vaccines; Humans; Intention; Refugees; SARS-CoV-2; Vaccination;,2022,Vaccine,10.1016/j.vaccine.2022.01.057,NA,NA,NA,"Shaw, J., Anderson, K. B., Fabi, R. E., Thompson, C. A., Harris, M., Aljabbarin, N., Bolourchi, D., Mozo, N., Lichtenstein, D., Lupone, C. D., Larsen, D. A., & Shaw, A. V. (2022). COVID-19 vaccination intention and behavior in a large, diverse, U.S. refugee population. Vaccine, 40(9), 1231–1237. https://doi.org/10.1016/j.vaccine.2022.01.057"
268,Social Vulnerability and Fragmentation of Postoperative Surgical Care Among Patients Undergoing Hepatopancreatic Surgery,"Dalmacy, D.; Tsilimigras, D. I.; Hyer, J. M.; Paro, A.; Diaz, A.; Pawlik, T.",adult; conference abstract; controlled study; disability; female; hepatectomy; hospital readmission; household; housing; human; incidence; language; major clinical study; male; medicare; pancreatectomy; patient risk; postoperative care; risk assessment; Social Vulnerability Index; surgery; adenosine phosphate,2022,Hpb,10.1016/j.hpb.2022.05.319,NA,NA,NA,"Dalmacy, D., Tsilimigras, D. I., Hyer, J. M., Paro, A., Diaz, A., & Pawlik, T. (2022). Social Vulnerability and Fragmentation of Postoperative Surgical Care Among Patients Undergoing Hepatopancreatic Surgery. HPB, 24, S158–S159. https://doi.org/10.1016/j.hpb.2022.05.319"
269,County Social Vulnerability and Influenza Vaccine Rates: National and Local Estimates for Medicare Recipients,"Strully, K. W.; Yang, T. C.","Aged; Humans; Influenza Vaccines; Influenza, Human[Prevention & Control]; Influenza, Human; Medicare; Social Vulnerability; United States; Vaccination;",2022,American Journal of Preventive Medicine,10.1016/j.amepre.2021.06.015,NA,NA,County Community,"Strully, K. W., & Yang, T.-C. (2022). County Social Vulnerability and Influenza Vaccine Rates: National and Local Estimates for Medicare Recipients. American Journal of Preventive Medicine, 62(1), e1–e9. https://doi.org/10.1016/j.amepre.2021.06.015"
270,Do Providers Fail to Recognize Anxiety in Socially Vulnerable Patients with Inflammatory Bowel Disease?,"Sheehan, J.; Jordan, A.; Newman, K.; Eloubeidi, D.; Johnson, L.; Higgins, P.",adult; anxiety; census tract; chronic disease; cohort analysis; conference abstract; controlled study; depression; disadvantaged population; electronic medical record; English proficiency; ethnic group; ethnicity; female; gender; household; human; inflammatory bowel disease; language; low socioeconomic status; male; marriage; mental health; neighborhood; outcome assessment; race; retrospective study; social determinants of health; social status; Social Vulnerability Index; tobacco use; treatment failure,2023,Inflammatory Bowel Diseases,10.1093/ibd/izac247.078,NA,NA,Tract Neighborhood,"Sheehan, J., Jordan, A., Newman, K., Eloubeidi, D., Johnson, L., & Higgins, P. (2023). DO PROVIDERS FAIL TO RECOGNIZE ANXIETY IN SOCIALLY VULNERABLE PATIENTS WITH INFLAMMATORY BOWEL DISEASE? Inflammatory Bowel Diseases, 29(Supplement_1), S43–S43. https://doi.org/10.1093/ibd/izac247.078"
271,"Novel County-Level Non-Communicable Disease Risk (NCDR) Groups are Associated with Contemporary Cardiovascular Mortality Related to Heart Failure in the United States, 2016-18","Youmas, Q.; McCabe, M.; Yancy, C. W.; Petito, L.; Kershaw, K. N.; Allen, N. B.; Khan, S. S.",age; cardiovascular mortality; conference abstract; controlled study; demography; disease control; heart failure; high risk population; human; non communicable disease; social status; United States,2020,Journal of Cardiac Failure,10.1016/j.cardfail.2020.09.235,NA,NA,County Community,"Youmas, Q., McCabe, M., Yancy, C. W., Petito, L., Kershaw, K. N., Allen, N. B., & Khan, S. S. (2020). Novel County-Level Non-Communicable Disease Risk (NCDR) Groups are Associated with Contemporary Cardiovascular Mortality Related to Heart Failure in the United States, 2016-18. Journal of Cardiac Failure, 26(10), S80–S81. https://doi.org/10.1016/j.cardfail.2020.09.235"
272,Measures of Social Determinants of Health and Risk of Incident Type 2 Diabetes,"Ramm, K.; Jackson, N.; Chung, U. Y.; Duru, O. K.; Shedd, K.; Soetenga, S.; Loeb, T. B.; Elashoff, D.; Hamilton, A. B.; Mangione, C.; Moin, T.",adult; ancestry group; body mass; Caucasian; cohort analysis; comorbidity; conference abstract; controlled study; data warehouse; diabetes mellitus; ethnicity; female; follow up; human; hyperlipidemia; impaired glucose tolerance; major clinical study; male; non insulin dependent diabetes mellitus; obesity; outcome variable; prevention; risk assessment; risk factor; social determinants of health; Social Vulnerability Index,2022,"Diabetes. Conference: 82nd Scientific Sessions of the American Diabetes Association, ADA",10.2337/db22-67-OR,NA,NA,NA,"RAMM, K., JACKSON, N., CHUNG, U. Y., DURU, O. K., SHEDD, K., SOETENGA, S., LOEB, T. B., ELASHOFF, D., HAMILTON, A. B., MANGIONE, C., & MOIN, T. (2022). 67-OR: Measures of Social Determinants of Health and Risk of Incident Type 2 Diabetes. Diabetes, 71(Supplement_1). https://doi.org/10.2337/db22-67-or"
274,Evaluating the complex association between Social Vulnerability Index and trauma mortality,"Neiman, P. U.; Flaherty, M. M.; Salim, A.; Sangji, N. F.; Ibrahim, A.; Fan, Z.; Hemmila, M. R.; Scott, J. W.","Abbreviated Injury Scale; Adult; Humans; Retrospective Studies; Social Vulnerability; Trauma Centers; Wounds, Penetrating",2022,The Journal of Trauma and Acute Care Surgery,10.1097/TA.0000000000003514,NA,NA,State,"Neiman, P. U., Flaherty, M. M., Salim, A., Sangji, N. F., Ibrahim, A., Fan, Z., Hemmila, M. R., & Scott, J. W. (2022). Evaluating the complex association between Social Vulnerability Index and trauma mortality. Journal of Trauma and Acute Care Surgery, 92(5), 821–830. https://doi.org/10.1097/ta.0000000000003514"
276,"Association of County-Level Social Vulnerability Index and Cardiovascular Disease in the United States, 1999-2018","Youmans, Q. R.; McCabe, M. E.; Yancy, C. W.; Petito, L.; Kershaw, K. N.; Allen, N. B.; Khan, S. S.",age; cardiovascular disease; conference abstract; controlled study; correlation coefficient; cross-sectional study; household; human; major clinical study; mortality rate; quantitative analysis; United States,2020,"Circulation. Conference: American Heart Association Scientific Sessions, AHA",10.1161/circ.142.suppl_3.16562,NA,NA,County State Community,"Youmans, Q. R., McCabe, M. E., Yancy, C. W., Petito, L., Kershaw, K. N., Allen, N. B., & Khan, S. S. (2020). Abstract 16562: Association of County-Level Social Vulnerability Index and Cardiovascular Disease in the United States, 1999-2018. Circulation, 142(Suppl_3). https://doi.org/10.1161/circ.142.suppl_3.16562"
277,Social vulnerability indicators in pandemics focusing on COVID-19: A systematic literature review,"Fallah-Aliabadi, S.; Fatemi, F.; Heydari, A.; Khajehaminian, M. R.; Lotfi, M. H.; Mirzaei, M.; Sarsangi, A.",COVID-19[Epidemiology]; COVID-19; Humans; Pandemics; Public Health; Social Vulnerability,2022,Public Health Nursing,10.1111/phn.13075,NA,NA,Tract Community,"Fallah‐Aliabadi, S., Fatemi, F., Heydari, A., Khajehaminian, M. R., Lotfi, M. H., Mirzaei, M., & Sarsangi, A. (2022). Social vulnerability indicators in pandemics focusing on COVID‐19: A systematic literature review. Public Health Nursing, 39(5), 1142–1155. Portico. https://doi.org/10.1111/phn.13075"
278,The impact of social vulnerability subthemes on postoperative outcomes differs by racial/ethnic minority status,"Diaz, A.; Hyer, J. M.; Tsilimigras, D.; Pawlik, T. M.",Aged; Ethnic and Racial Minorities; Ethnicity; Humans; Medicare; Minority Groups; Social Vulnerability; United States[Epidemiology],2022,American Journal of Surgery,10.1016/j.amjsurg.2021.05.014,NA,NA,NA,"Diaz, A., Hyer, J. M., Tsilimigras, D., & Pawlik, T. M. (2022). The impact of social vulnerability subthemes on postoperative outcomes differs by racial/ethnic minority status. The American Journal of Surgery, 223(2), 353–359. https://doi.org/10.1016/j.amjsurg.2021.05.014"
279,Social Vulnerability Is Associated with Worse Two-Year Survival after Lower Extremity Bypass,"Smith, E.; Matthay, Z.; Jaramillo, E.; Sanders, K.; Gasper, Md W. J.; Ozgediz, D. E.; Hiramoto, J. S.; Conte, M. S.; Iannuzzi, J. C.",aged; census tract; conference abstract; controlled study; critical limb ischemia; female; human; lower limb; major clinical study; male; retrospective study; Social Vulnerability Index,2022,Journal of the American College of Surgeons,10.1097/01.XCS.0000895584.05830.2b,NA,NA,Tract Community,"Smith, E., Matthay, Z., Jaramillo, E., Sanders, K., Gasper, W. J., Ozgediz, D. E., Hiramoto, J. S., Conte, M. S., & Iannuzzi, J. C. (2022). Social Vulnerability Is Associated with Worse Two-Year Survival after Lower Extremity Bypass. Journal of the American College of Surgeons, 235(5), S327–S327. https://doi.org/10.1097/01.xcs.0000895584.05830.2b"
281,Neighborhood social vulnerability is associated with major adverse cardiovascular events and deaths among patients hospitalized with covid-19: An analysis of the aha covid-19 cardiovascular disease registry,"Islam, S.; Malla, G.; Tian, W.; Song, Y.; S. Kazi D; Nayak, A.; Mehta, A.; Ko, Y. A.; Quyyumi, A. A.; Yeh, R. W.; Goyal, A.; Wadhera, R.",adult; all cause mortality; cardiogenic shock; cerebrovascular accident; clinical evaluation; cohort analysis; comorbidity; conference abstract; controlled study; coronavirus disease 2 19; demography; disease control; disease registry; ethnicity; female; hospital patient; human; in-hospital mortality; insurance; major adverse cardiac event; major clinical study; male; medical society; middle aged; multicenter study; neighborhood; race; Social Vulnerability Index,2021,Circulation. Conference: American Hearts Association's,10.1161/circ.144.suppl_1.11078,NA,NA,Neighborhood Community,"Islam, S., Malla, G., Tian, W., Song, Y., Kazi, D. S., Nayak, A., Mehta, A., Ko, Y.-A., Quyyumi, A. A., Yeh, R. W., Goyal, A., & Wadhera, R. (2021). Abstract 11078: Neighborhood Social Vulnerability is Associated with Major Adverse Cardiovascular Events and Deaths Among Patients Hospitalized with Covid-19: An Analysis of the Aha Covid-19 Cardiovascular Disease Registry. Circulation, 144(Suppl_1). https://doi.org/10.1161/circ.144.suppl_1.11078"
282,Association of County-Level Social Vulnerability and Disparities in Emergent vs Elective Colectomy,"Barmash, E.; Diaz, A.; Paredes, A.; Pawlik, T. M.",adult; attributable risk; cancer patient; cancer surgery; colectomy; colon diverticulosis; complication; conference abstract; controlled study; diverticulitis; female; hospital readmission; human; incidence; inflammatory bowel disease; major clinical study; male; medicare; mortality; outcome assessment; postoperative complication; risk assessment; social determinants of health; Social Vulnerability Index; surgery; vulnerable population,2020,Journal of the American College of Surgeons,10.1016/j.jamcollsurg.2020.07.258,NA,NA,County Community,"Barmash, E., Diaz, A., Paredes, A., & Michael Pawlik, T. (2020). Association of County-Level Social Vulnerability and Disparities in Emergent vs Elective Colectomy. Journal of the American College of Surgeons, 231(4), S133–S134. https://doi.org/10.1016/j.jamcollsurg.2020.07.258"
284,Patient characteristics associated with the successful transition to virtual care: Lessons learned from the first million patients,"Zachrison, K. S.; Yan, Z.; Sequist, T.; Licurse, A.; Tan-McGrory, A.; Erskine, A.; Schwamm, L. H.",NA,2021,Journal of Telemedicine & Telecare,10.1177/1357633X211015547,NA,NA,Tract,"Zachrison, K. S., Yan, Z., Sequist, T., Licurse, A., Tan-McGrory, A., Erskine, A., & Schwamm, L. H. (2021). Patient characteristics associated with the successful transition to virtual care: Lessons learned from the first million patients. Journal of Telemedicine and Telecare, 29(8), 621–631. https://doi.org/10.1177/1357633x211015547"
285,Impact of Social Vulnerability on Long-Term Growth Outcomes in Sutureless Versus Sutured Repair of Gastroschisis,"Barry, M.; Gozali, A.; Vu, L.",NA,2023,European Journal of Pediatric Surgery,10.1055/s-0043-1761921,NA,NA,NA,"Barry, M., Gozali, A., & Vu, L. (2023). Impact of Social Vulnerability on Long-Term Growth Outcomes in Sutureless Versus Sutured Repair of Gastroschisis. European Journal of Pediatric Surgery, 33(06), 477–484. CLOCKSS. https://doi.org/10.1055/s-0043-1761921"
291,Higher Social Vulnerability Index is Associated With Higher Risk of Mortality Following Acute Myocardial Infarction in the USA,"Chobufo, M. D.; Rahman, E.; Agbor, N.; Sattar, Y.; Alharbi, A.; Gonuguntla, K.; Mbome, Y.; Balla, S.",acute heart infarction; adult; cause of death; conference abstract; controlled study; disease control; female; human; icd-1 ; major clinical study; male; mortality rate; mortality risk; regression model; Social Vulnerability Index; software,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.13893,NA,NA,Tract County Community,"Chobufo, M. D., Rahman, E., Agbor, N., sattar,  yasar, Alharbi, A., Gonuguntla, K., Mbome, Y., & balla,  sudarshan. (2022). Abstract 13893: Higher Social Vulnerability Index is Associated With Higher Risk of Mortality Following Acute Myocardial Infarction in the USA. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.13893"
292,Professional Practice Trends of Minimally Invasive Gynecologic Surgeons Upon Graduation From U.S. Fellowships,"Gupta, S.; El-Farra, M. H.; Dasari, P.; Kyeong, Y.; Stuparich, M.; Behbehan, S.",adult; city; conference abstract; controlled study; demographics; diversity index; female; gynecologic surgery; household income; human; lowest income group; professional practice; responsibility; social status; Social Vulnerability Index; surgeon; trend study,2022,Obstetrics and Gynecology,N/A,NA,NA,NA,"Gupta, Sonul BS; El-Farra, Mohamed H. MS; Dasari, Prathyusha MS; Kyeong, Yena MA; Stuparich, Mallory MD; Behbehan, Sadikah MD. Professional Practice Trends of Minimally Invasive Gynecologic Surgeons Upon Graduation From U.S. Fellowships [A43]. Obstetrics & Gynecology 139():p 13S, May 2022. | DOI: 10.1097/01.AOG.0000826508.47701.c6 "
293,Impact of Social Vulnerability on Access to Educational Programming Designed to Enhance Living Donation,"Carter, A. J.; Reed, R. D.; Kale, A. C.; Qu, H.; Kumar, V.; Hanaway, M. J.; Cannon, R. M.; Locke, J. E.",Adult; Educational Status; Humans; Kidney; Kidney Transplantation; Living Donors; Social Vulnerability,2021,Progress in Transplantation,10.1177/15269248211046014,NA,NA,County,Cite
295,Association of US county-level social vulnerability index (SVI) with breast and colon cancer screening rates,"Mehta, A.; Lau, E.; Nagaraj, G.; Mirshahidi, H.",behavioral risk factor surveillance system; breast cancer; cancer screening; colon cancer; conference abstract; controlled study; disability; female; household; housing; human; interview; language; linear regression analysis; major clinical study; probability; public health; retrospective study; risk assessment; signal transduction; social determinants of health; social status; Social Vulnerability Index; statistical significance,2020,"Cancer Research. Conference: American Association for Cancer Research Annual Meeting, ACCR",10.1158/1538-7445.AM2022-3662,NA,NA,County,"Mehta, A., Lau, E., Nagaraj, G., & Mirshahidi, H. (2022). Abstract 3662: Association of US county-level social vulnerability index (SVI) with breast and colon cancer screening rates. Cancer Research, 82(12_Supplement), 3662–3662. https://doi.org/10.1158/1538-7445.am2022-3662"
296,Evaluating a Tobacco Treatment Program's Transition to Telehealth Using a Social Determinants of Health Lens,"Shoenbill, K. A.; Baca-Atlas, M. H.; Smith, C. A.; Wilhoit-Reeves, S. B.; Baca-Atlas, S. N.; Goldstein, A. O.",COVID-19; Humans; Pandemics; Social Determinants of Health; Telemedicine[Methods]; Telemedicine; Tobacco; Tobacco Products; Tobacco Use,2022,Nicotine & Tobacco Research,10.1093/ntr/ntac016,NA,NA,NA,"Shoenbill, K. A., Baca-Atlas, M. H., Smith, C. A., Wilhoit-Reeves, S. B., Baca-Atlas, S. N., & Goldstein, A. O. (2022). Evaluating a Tobacco Treatment Program’s Transition to Telehealth Using a Social Determinants of Health Lens. Nicotine &amp; Tobacco Research, 24(6), 904–908. https://doi.org/10.1093/ntr/ntac016"
297,Kidney Allocation System Promotes Racial Equality NOT Equity in Access to Deceased Donor Kidney Transplantation,"Killian, A.; Shelton, B.; MacLennan, P.; McLeod, C.; Carter, A.; Reed, R.; Qu, H.; Orandi, B.; Kumar, V.; Sawinski, D.; Locke, J.",adult; African American; conference abstract; controlled study; data system; deceased donor; disease control; female; graft recipient; human; incidence; kidney graft; kidney transplantation; major clinical study; male; race; Social Vulnerability Index; surgery,2022,American Journal of Transplantation,10.1111/ajt.16915,NA,NA,Community,"Killian C, Shelton B, MacLennan P, McLeod M, Carter A, Reed R, Qu H, Orandi B, Kumar V, Sawinski D, Locke J. Kidney Allocation System Promotes Racial Equality Not Equity in Access to Deceased Donor Kidney Transplantation [abstract].�Am J Transplant.�2022; 22 (suppl 3). https://atcmeetingabstracts.com/abstract/kidney-allocation-system-promotes-racial-equality-not-equity-in-access-to-deceased-donor-kidney-transplantation/. Accessed January 4, 2024."
298,Intersection of social vulnerability and residential diversity: Postoperative outcomes following resection of lung and colon cancer,"Diaz, A.; Dalmacy, D.; Hyer, J. M.; Tsilimigras, D.; Pawlik, T. M.",Aged; Colectomy[Adverse Effects]; Colectomy[Mortality]; Colonic Neoplasms[Pathology]; Colonic Neoplasms[Surgery]; Female; Follow-Up Studies; Humans; Lung Neoplasms[Pathology]; Lung Neoplasms[Surgery]; Male; Medicare; Pneumonectomy[Adverse Effects]; Pneumonectomy[Mortality]; Postoperative Complications[Etiology]; Postoperative Complications[Mortality]; Postoperative Complications[Pathology]; Prognosis; Residence Characteristics[Statistics & Numerical Data]; Social Determinants of Health[Statistics & Numerical Data]; Survival Rate; United States; Vulnerable Populations[Psychology]; Vulnerable Populations[Statistics & Numerical Data],2021,Journal of Surgical Oncology,10.1002/jso.26588,NA,NA,NA,"Diaz, A., Dalmacy, D., Hyer, J. M., Tsilimigras, D., & Pawlik, T. M. (2021). Intersection of social vulnerability and residential diversity: Postoperative outcomes following resection of lung and colon cancer. Journal of Surgical Oncology, 124(5), 886–893. Portico. https://doi.org/10.1002/jso.26588"
299,Impacts of the Pandemic on Social Determinants of Health in an Academic Emergency Department,"Findlay, S.; Okoro, U.; Lee, S.; Harland, K.; Evers, M.; Gaffney, E.; McCormick, M.; Buresh, C.",NA,2022,Western Journal of Emergency Medicine,10.5811/westjem.2022.8.56145,NA,NA,NA,"Findlay, S., Okoro, U., Lee, S., Harland, K., Evers, M., Gaffney, E., McCormick, M., & Buresh, C. (2022). Impacts of the Pandemic on Social Determinants of Health in an Academic Emergency Department. Western Journal of Emergency Medicine, 23(6). https://doi.org/10.5811/westjem.2022.8.56145"
302,Short report: Prevalence of autism spectrum disorder in a large pediatric primary care network,"Wallis, K. E.; Adebajo, T.; Bennett, A. E.; Drye, M.; Gerdes, M.; Miller, J. S.; Guthrie, W.",NA,2023,Autism,10.1177/13623613221147396,NA,NA,Tract Urban Neighborhood,"Wallis, K. E., Adebajo, T., Bennett, A. E., Drye, M., Gerdes, M., Miller, J. S., & Guthrie, W. (2023). Prevalence of autism spectrum disorder in a large pediatric primary care network. Autism, 27(6), 1840–1846. https://doi.org/10.1177/13623613221147396"
304,Application of Place-Based Methods to Lung Transplant Medicine,"Tsuang, W. M.; MacMurdo, M.; Curtis, J.",Graft Rejection; Humans; Lung; Lung Diseases; Lung Transplantation,2022,International Journal of Environmental Research & Public Health [Electronic Resource],10.3390/ijerph19127355,NA,NA,Tract,"Tsuang, W. M., MacMurdo, M., & Curtis, J. (2022). Application of Place-Based Methods to Lung Transplant Medicine. International Journal of Environmental Research and Public Health, 19(12), 7355. https://doi.org/10.3390/ijerph19127355"
305,Prioritizing vaccination based on analysis of community networks,"Klise, K.; Beyeler, W.; Acquesta, E.; Thelen, H.; Makvandi, M.; Finley, P.",Community demographics; COVID-19; Global sensitivity analysis; Network analysis; Vaccination,2022,Applied Network Science,10.1007/s41109-022-00522-7,NA,NA,Community,"Klise, K., Beyeler, W., Acquesta, E., Thelen, H., Makvandi, M., & Finley, P. (2022). Prioritizing vaccination based on analysis of community networks. Applied Network Science, 7(1). https://doi.org/10.1007/s41109-022-00522-7"
306,Natural Gas Gathering and Transmission Pipelines and Social Vulnerability in the United States,"Emanuel, R. E.; Caretta, M. A.; Rivers, L., 3rd; Vasudevan, P.",NA,2021,GeoHealth,10.1029/2021GH000442,NA,NA,Tract County State,"Emanuel, R. E., Caretta, M. A., Rivers, L., & Vasudevan, P. (2021). Natural Gas Gathering and Transmission Pipelines and Social Vulnerability in the United States. GeoHealth, 5(6). Portico. https://doi.org/10.1029/2021gh000442"
